,Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,year,City_Name,Crime_Description,Population,Crime Rate
11286,11288,15-04-2021 09:00,04-15-2021 07:00,15-04-2021 09:23,2,112,13,69,F,2,Other Crime,1,No,,2021,Bangalore,KIDNAPPING,14008262,25.6
11287,11289,18-04-2021 03:00,04-15-2021 08:00,15-04-2021 20:39,4,302,7,62,F,1,Other Crime,18,No,,2021,Chennai,EXTORTION,12053697,20.7
11288,11290,17-04-2021 14:00,04-15-2021 09:00,15-04-2021 09:09,15,508,19,56,F,2,Other Crime,3,No,,2021,Ludhiana,VANDALISM,1988438,38.3
11289,11291,16-04-2021 14:00,04-15-2021 10:00,15-04-2021 21:59,4,362,17,50,F,0,Other Crime,13,Yes,07-07-2021 14:00,2021,Chennai,SHOPLIFTING,12053697,20.7
11290,11292,16-04-2021 18:00,04-15-2021 11:00,15-04-2021 19:52,17,356,9,10,M,5,Other Crime,14,Yes,04-07-2021 18:00,2021,Mumbai,FRAUD,21673149,20.4
11291,11293,15-04-2021 20:00,04-15-2021 12:00,15-04-2021 16:12,4,326,11,38,M,1,Violent Crime,11,No,,2021,Chennai,IDENTITY THEFT,12053697,20.7
11292,11294,16-04-2021 13:00,04-15-2021 13:00,15-04-2021 15:01,24,441,7,75,F,6,Other Crime,7,No,,2021,Surat,EXTORTION,8330528,13.3
11293,11295,18-04-2021 12:00,04-15-2021 14:00,15-04-2021 17:17,20,102,3,70,M,2,Other Crime,5,No,,2021,Patna,COUNTERFEITING,2633243,26.4
11294,11296,18-04-2021 05:00,04-15-2021 15:00,16-04-2021 12:40,0,402,8,57,F,5,Fire Accident,17,No,,2021,Agra,FIREARM OFFENSE,2422342,31.5
11295,11297,17-04-2021 00:00,04-15-2021 16:00,15-04-2021 22:53,0,590,20,78,F,2,Violent Crime,1,No,,2021,Agra,VEHICLE - STOLEN,2422342,31.5
11296,11298,18-04-2021 16:00,04-15-2021 17:00,16-04-2021 01:01,13,564,1,58,M,0,Violent Crime,17,No,,2021,Kolkata,ASSAULT,155707786,1.6
11297,11299,16-04-2021 12:00,04-15-2021 18:00,16-04-2021 16:16,2,268,3,18,M,0,Other Crime,10,Yes,23-04-2021 12:00,2021,Bangalore,COUNTERFEITING,14008262,25.6
11298,11300,17-04-2021 11:00,04-15-2021 19:00,16-04-2021 02:21,1,217,4,29,F,1,Other Crime,19,Yes,20-06-2021 11:00,2021,Ahmedabad,CYBERCRIME,8854444,20.5
11299,11301,18-04-2021 09:00,04-15-2021 20:00,16-04-2021 19:51,4,344,6,30,M,3,Other Crime,16,No,,2021,Chennai,DRUG OFFENSE,12053697,20.7
11300,11302,16-04-2021 14:00,04-15-2021 21:00,15-04-2021 23:36,0,504,13,58,F,2,Other Crime,6,Yes,03-06-2021 14:00,2021,Agra,KIDNAPPING,2422342,31.5
11301,11303,18-04-2021 19:00,04-15-2021 22:00,16-04-2021 11:19,5,400,0,66,F,2,Fire Accident,6,No,,2021,Delhi,ARSON,33807403,16.0
11302,11304,16-04-2021 23:00,04-15-2021 23:00,16-04-2021 13:18,4,194,20,35,F,3,Violent Crime,13,Yes,19-06-2021 23:00,2021,Chennai,VEHICLE - STOLEN,12053697,20.7
11303,11305,16-04-2021 10:00,04-16-2021 00:00,16-04-2021 00:48,5,560,3,34,M,6,Other Crime,14,Yes,27-04-2021 10:00,2021,Delhi,COUNTERFEITING,33807403,16.0
11304,11306,16-04-2021 21:00,04-16-2021 01:00,16-04-2021 20:43,17,538,13,52,F,1,Other Crime,16,No,,2021,Mumbai,KIDNAPPING,21673149,20.4
11305,11307,16-04-2021 06:00,04-16-2021 02:00,17-04-2021 01:20,12,368,20,76,M,6,Violent Crime,10,No,,2021,Kanpur,VEHICLE - STOLEN,3289142,33.8
11306,11308,18-04-2021 12:00,04-16-2021 03:00,16-04-2021 12:57,5,188,12,72,F,4,Other Crime,9,No,,2021,Delhi,ILLEGAL POSSESSION,33807403,16.0
11307,11309,18-04-2021 03:00,04-16-2021 04:00,16-04-2021 13:36,25,126,3,25,M,3,Other Crime,5,Yes,28-04-2021 03:00,2021,Thane,COUNTERFEITING,1261517,56.0
11308,11310,18-04-2021 14:00,04-16-2021 05:00,16-04-2021 13:32,24,205,4,42,F,6,Other Crime,6,No,,2021,Surat,CYBERCRIME,8330528,13.3
11309,11311,17-04-2021 10:00,04-16-2021 06:00,17-04-2021 02:52,1,231,4,57,M,6,Other Crime,2,No,,2021,Ahmedabad,CYBERCRIME,8854444,20.5
11310,11312,16-04-2021 10:00,04-16-2021 07:00,17-04-2021 05:43,14,176,13,35,F,4,Other Crime,17,Yes,12-05-2021 10:00,2021,Lucknow,KIDNAPPING,4038214,36.1
11311,11313,18-04-2021 01:00,04-16-2021 08:00,16-04-2021 17:42,10,579,9,48,M,5,Other Crime,4,Yes,09-07-2021 01:00,2021,Jaipur,FRAUD,4308510,34.3
11312,11314,18-04-2021 06:00,04-16-2021 09:00,16-04-2021 18:43,14,282,9,79,F,1,Other Crime,18,Yes,07-07-2021 06:00,2021,Lucknow,FRAUD,4038214,36.1
11313,11315,17-04-2021 21:00,04-16-2021 10:00,17-04-2021 01:08,10,282,12,79,F,6,Other Crime,5,No,,2021,Jaipur,ILLEGAL POSSESSION,4308510,34.3
11314,11316,17-04-2021 04:00,04-16-2021 11:00,16-04-2021 20:22,5,153,2,25,M,3,Other Crime,2,Yes,22-06-2021 04:00,2021,Delhi,BURGLARY,33807403,16.0
11315,11317,18-04-2021 02:00,04-16-2021 12:00,16-04-2021 18:24,10,483,6,32,M,3,Other Crime,17,Yes,17-05-2021 02:00,2021,Jaipur,DRUG OFFENSE,4308510,34.3
11316,11318,18-04-2021 22:00,04-16-2021 13:00,16-04-2021 22:00,24,285,11,46,F,4,Violent Crime,8,Yes,02-06-2021 22:00,2021,Surat,IDENTITY THEFT,8330528,13.3
11317,11319,16-04-2021 23:00,04-16-2021 14:00,17-04-2021 09:59,20,394,4,21,F,0,Other Crime,17,Yes,15-06-2021 23:00,2021,Patna,CYBERCRIME,2633243,26.4
11318,11320,17-04-2021 19:00,04-16-2021 15:00,16-04-2021 15:21,21,307,14,16,M,6,Other Crime,4,No,,2021,Pune,PUBLIC INTOXICATION,7345848,30.1
11319,11321,16-04-2021 19:00,04-16-2021 16:00,17-04-2021 13:45,5,167,8,59,F,1,Fire Accident,2,Yes,23-05-2021 19:00,2021,Delhi,FIREARM OFFENSE,33807403,16.0
11320,11322,17-04-2021 01:00,04-16-2021 17:00,16-04-2021 21:22,17,259,4,21,F,3,Other Crime,11,No,,2021,Mumbai,CYBERCRIME,21673149,20.4
11321,11323,19-04-2021 01:00,04-16-2021 18:00,17-04-2021 10:12,8,373,14,39,F,4,Other Crime,12,Yes,12-05-2021 01:00,2021,Hyderabad,PUBLIC INTOXICATION,11068877,26.0
11322,11324,17-04-2021 11:00,04-16-2021 19:00,17-04-2021 07:32,4,115,2,32,F,3,Other Crime,4,No,,2021,Chennai,BURGLARY,12053697,20.7
11323,11325,17-04-2021 21:00,04-16-2021 20:00,17-04-2021 04:31,12,421,11,21,F,1,Violent Crime,16,No,,2021,Kanpur,IDENTITY THEFT,3289142,33.8
11324,11326,19-04-2021 03:00,04-16-2021 21:00,17-04-2021 07:54,8,211,1,43,F,6,Violent Crime,5,Yes,06-05-2021 03:00,2021,Hyderabad,ASSAULT,11068877,26.0
11325,11327,18-04-2021 20:00,04-16-2021 22:00,17-04-2021 11:08,21,238,18,18,F,5,Traffic Fatality,3,No,,2021,Pune,TRAFFIC VIOLATION,7345848,30.1
11326,11328,18-04-2021 19:00,04-16-2021 23:00,17-04-2021 14:53,5,239,7,70,F,1,Other Crime,14,No,,2021,Delhi,EXTORTION,33807403,16.0
11327,11329,18-04-2021 20:00,04-17-2021 00:00,17-04-2021 15:11,13,452,12,30,F,2,Other Crime,7,Yes,01-06-2021 20:00,2021,Kolkata,ILLEGAL POSSESSION,155707786,1.6
11328,11330,19-04-2021 22:00,04-17-2021 01:00,17-04-2021 21:27,24,558,19,73,F,3,Other Crime,2,No,,2021,Surat,VANDALISM,8330528,13.3
11329,11331,17-04-2021 20:00,04-17-2021 02:00,17-04-2021 03:24,28,573,12,64,M,0,Other Crime,11,Yes,15-06-2021 20:00,2021,Visakhapatnam,ILLEGAL POSSESSION,2385110,30.5
11330,11332,18-04-2021 11:00,04-17-2021 03:00,18-04-2021 02:38,4,488,8,48,M,1,Fire Accident,9,No,,2021,Chennai,FIREARM OFFENSE,12053697,20.7
11331,11333,19-04-2021 07:00,04-17-2021 04:00,18-04-2021 02:21,21,123,2,57,F,4,Other Crime,18,No,,2021,Pune,BURGLARY,7345848,30.1
11332,11334,18-04-2021 03:00,04-17-2021 05:00,17-04-2021 23:06,5,489,3,21,F,6,Other Crime,19,No,,2021,Delhi,COUNTERFEITING,33807403,16.0
11333,11335,18-04-2021 18:00,04-17-2021 06:00,18-04-2021 02:28,16,575,12,55,M,1,Other Crime,16,No,,2021,Meerut,ILLEGAL POSSESSION,1835403,21.5
11334,11336,17-04-2021 18:00,04-17-2021 07:00,17-04-2021 11:39,2,571,10,62,F,2,Other Crime,8,Yes,27-02-2023 18:00,2021,Bangalore,HOMICIDE,14008262,25.6
11335,11337,18-04-2021 01:00,04-17-2021 08:00,17-04-2021 13:06,10,203,9,55,M,6,Other Crime,15,No,,2021,Jaipur,FRAUD,4308510,34.3
11336,11338,18-04-2021 12:00,04-17-2021 09:00,17-04-2021 23:36,17,401,16,61,F,4,Violent Crime,1,Yes,02-04-2023 12:00,2021,Mumbai,SEXUAL ASSAULT,21673149,20.4
11337,11339,19-04-2021 21:00,04-17-2021 10:00,17-04-2021 12:33,2,325,8,26,F,0,Fire Accident,19,No,,2021,Bangalore,FIREARM OFFENSE,14008262,25.6
11338,11340,17-04-2021 22:00,04-17-2021 11:00,18-04-2021 03:03,3,235,8,24,M,0,Fire Accident,15,Yes,05-05-2021 22:00,2021,Bhopal,FIREARM OFFENSE,2624865,26.3
11339,11341,18-04-2021 18:00,04-17-2021 12:00,18-04-2021 04:37,4,323,6,47,F,1,Other Crime,14,No,,2021,Chennai,DRUG OFFENSE,12053697,20.7
11340,11342,18-04-2021 15:00,04-17-2021 13:00,18-04-2021 12:24,5,118,2,15,F,5,Other Crime,16,No,,2021,Delhi,BURGLARY,33807403,16.0
11341,11343,18-04-2021 08:00,04-17-2021 14:00,18-04-2021 09:26,8,412,14,74,F,5,Other Crime,1,Yes,14-05-2021 08:00,2021,Hyderabad,PUBLIC INTOXICATION,11068877,26.0
11342,11344,19-04-2021 13:00,04-17-2021 15:00,18-04-2021 05:07,13,502,16,13,F,3,Violent Crime,5,No,,2021,Kolkata,SEXUAL ASSAULT,155707786,1.6
11343,11345,19-04-2021 20:00,04-17-2021 16:00,18-04-2021 06:44,8,177,11,26,F,0,Violent Crime,2,No,,2021,Hyderabad,IDENTITY THEFT,11068877,26.0
11344,11346,18-04-2021 18:00,04-17-2021 17:00,17-04-2021 22:13,20,360,16,79,F,4,Violent Crime,14,No,,2021,Patna,SEXUAL ASSAULT,2633243,26.4
11345,11347,20-04-2021 04:00,04-17-2021 18:00,18-04-2021 16:48,3,554,9,27,M,6,Other Crime,2,No,,2021,Bhopal,FRAUD,2624865,26.3
11346,11348,18-04-2021 15:00,04-17-2021 19:00,18-04-2021 02:17,15,448,0,57,F,2,Fire Accident,13,Yes,20-06-2021 15:00,2021,Ludhiana,ARSON,1988438,38.3
11347,11349,18-04-2021 21:00,04-17-2021 20:00,18-04-2021 16:36,17,511,1,45,F,4,Violent Crime,3,No,,2021,Mumbai,ASSAULT,21673149,20.4
11348,11350,19-04-2021 08:00,04-17-2021 21:00,17-04-2021 23:47,5,254,3,54,F,0,Other Crime,11,No,,2021,Delhi,COUNTERFEITING,33807403,16.0
11349,11351,19-04-2021 23:00,04-17-2021 22:00,18-04-2021 07:36,10,401,6,39,F,0,Other Crime,8,No,,2021,Jaipur,DRUG OFFENSE,4308510,34.3
11350,11352,18-04-2021 09:00,04-17-2021 23:00,18-04-2021 09:53,2,169,20,21,F,2,Violent Crime,1,Yes,10-07-2021 09:00,2021,Bangalore,VEHICLE - STOLEN,14008262,25.6
11351,11353,18-04-2021 10:00,04-18-2021 00:00,18-04-2021 10:07,24,389,9,19,F,1,Other Crime,12,Yes,01-07-2021 10:00,2021,Surat,FRAUD,8330528,13.3
11352,11354,19-04-2021 05:00,04-18-2021 01:00,18-04-2021 22:52,20,362,16,19,F,3,Violent Crime,4,No,,2021,Patna,SEXUAL ASSAULT,2633243,26.4
11353,11355,18-04-2021 09:00,04-18-2021 02:00,18-04-2021 09:45,8,395,7,19,F,0,Other Crime,18,Yes,30-04-2021 09:00,2021,Hyderabad,EXTORTION,11068877,26.0
11354,11356,18-04-2021 15:00,04-18-2021 03:00,18-04-2021 19:42,4,249,4,40,F,3,Other Crime,10,Yes,20-05-2021 15:00,2021,Chennai,CYBERCRIME,12053697,20.7
11355,11357,19-04-2021 13:00,04-18-2021 04:00,18-04-2021 07:58,4,534,6,47,F,4,Other Crime,14,Yes,10-05-2021 13:00,2021,Chennai,DRUG OFFENSE,12053697,20.7
11356,11358,20-04-2021 09:00,04-18-2021 05:00,18-04-2021 09:36,5,380,3,40,F,6,Other Crime,18,Yes,28-06-2021 09:00,2021,Delhi,COUNTERFEITING,33807403,16.0
11357,11359,20-04-2021 04:00,04-18-2021 06:00,19-04-2021 03:47,28,350,20,18,F,6,Violent Crime,4,No,,2021,Visakhapatnam,VEHICLE - STOLEN,2385110,30.5
11358,11360,19-04-2021 04:00,04-18-2021 07:00,19-04-2021 06:12,17,572,20,38,M,6,Violent Crime,5,Yes,22-05-2021 04:00,2021,Mumbai,VEHICLE - STOLEN,21673149,20.4
11359,11361,20-04-2021 22:00,04-18-2021 08:00,19-04-2021 03:36,5,162,10,42,F,3,Other Crime,19,No,,2021,Delhi,HOMICIDE,33807403,16.0
11360,11362,18-04-2021 17:00,04-18-2021 09:00,19-04-2021 05:47,5,212,11,79,F,6,Violent Crime,10,No,,2021,Delhi,IDENTITY THEFT,33807403,16.0
11361,11363,19-04-2021 04:00,04-18-2021 10:00,18-04-2021 11:53,13,223,0,25,M,1,Fire Accident,2,No,,2021,Kolkata,ARSON,155707786,1.6
11362,11364,21-04-2021 01:00,04-18-2021 11:00,18-04-2021 16:30,5,333,19,18,M,1,Other Crime,8,Yes,22-05-2021 01:00,2021,Delhi,VANDALISM,33807403,16.0
11363,11365,20-04-2021 21:00,04-18-2021 12:00,19-04-2021 05:36,4,364,18,51,F,3,Traffic Fatality,15,Yes,17-05-2021 21:00,2021,Chennai,TRAFFIC VIOLATION,12053697,20.7
11364,11366,18-04-2021 21:00,04-18-2021 13:00,18-04-2021 20:51,14,560,8,32,F,2,Fire Accident,17,Yes,09-05-2021 21:00,2021,Lucknow,FIREARM OFFENSE,4038214,36.1
11365,11367,19-04-2021 01:00,04-18-2021 14:00,18-04-2021 19:25,3,414,12,14,F,1,Other Crime,17,No,,2021,Bhopal,ILLEGAL POSSESSION,2624865,26.3
11366,11368,20-04-2021 10:00,04-18-2021 15:00,19-04-2021 14:01,21,345,19,32,F,4,Other Crime,4,Yes,17-06-2021 10:00,2021,Pune,VANDALISM,7345848,30.1
11367,11369,19-04-2021 06:00,04-18-2021 16:00,19-04-2021 13:08,5,592,5,28,F,4,Violent Crime,10,Yes,17-06-2021 06:00,2021,Delhi,DOMESTIC VIOLENCE,33807403,16.0
11368,11370,20-04-2021 19:00,04-18-2021 17:00,18-04-2021 20:55,2,376,9,40,F,4,Other Crime,19,Yes,22-06-2021 19:00,2021,Bangalore,FRAUD,14008262,25.6
11369,11371,19-04-2021 16:00,04-18-2021 18:00,18-04-2021 19:35,14,127,9,42,M,0,Other Crime,2,Yes,07-06-2021 16:00,2021,Lucknow,FRAUD,4038214,36.1
11370,11372,21-04-2021 15:00,04-18-2021 19:00,19-04-2021 02:16,18,562,7,49,F,3,Other Crime,12,No,,2021,Nagpur,EXTORTION,3106340,33.9
11371,11373,19-04-2021 23:00,04-18-2021 20:00,19-04-2021 02:09,28,376,15,79,M,1,Violent Crime,5,No,,2021,Visakhapatnam,ROBBERY,2385110,30.5
11372,11374,21-04-2021 11:00,04-18-2021 21:00,19-04-2021 06:47,13,435,12,42,F,3,Other Crime,16,Yes,31-05-2021 11:00,2021,Kolkata,ILLEGAL POSSESSION,155707786,1.6
11373,11375,21-04-2021 16:00,04-18-2021 22:00,19-04-2021 14:16,0,439,0,41,M,4,Fire Accident,11,Yes,13-05-2021 16:00,2021,Agra,ARSON,2422342,31.5
11374,11376,19-04-2021 12:00,04-18-2021 23:00,19-04-2021 04:54,4,305,17,63,F,1,Other Crime,15,No,,2021,Chennai,SHOPLIFTING,12053697,20.7
11375,11377,20-04-2021 03:00,04-19-2021 00:00,19-04-2021 02:50,8,538,15,79,F,3,Violent Crime,3,No,,2021,Hyderabad,ROBBERY,11068877,26.0
11376,11378,20-04-2021 22:00,04-19-2021 01:00,19-04-2021 09:39,5,311,2,20,F,1,Other Crime,2,Yes,06-09-2021 22:00,2021,Delhi,BURGLARY,33807403,16.0
11377,11379,19-04-2021 03:00,04-19-2021 02:00,19-04-2021 11:58,20,349,18,10,F,5,Traffic Fatality,9,Yes,16-05-2021 03:00,2021,Patna,TRAFFIC VIOLATION,2633243,26.4
11378,11380,19-04-2021 04:00,04-19-2021 03:00,20-04-2021 00:52,21,221,1,60,F,3,Violent Crime,3,No,,2021,Pune,ASSAULT,7345848,30.1
11379,11381,20-04-2021 15:00,04-19-2021 04:00,19-04-2021 05:32,13,152,12,59,F,4,Other Crime,17,No,,2021,Kolkata,ILLEGAL POSSESSION,155707786,1.6
11380,11382,21-04-2021 19:00,04-19-2021 05:00,19-04-2021 18:43,25,551,16,30,M,2,Violent Crime,3,Yes,15-08-2022 19:00,2021,Thane,SEXUAL ASSAULT,1261517,56.0
11381,11383,21-04-2021 05:00,04-19-2021 06:00,19-04-2021 13:55,12,278,8,66,M,0,Fire Accident,5,No,,2021,Kanpur,FIREARM OFFENSE,3289142,33.8
11382,11384,20-04-2021 11:00,04-19-2021 07:00,19-04-2021 20:12,14,494,7,39,F,1,Other Crime,17,No,,2021,Lucknow,EXTORTION,4038214,36.1
11383,11385,22-04-2021 07:00,04-19-2021 08:00,19-04-2021 10:25,15,364,0,70,F,6,Fire Accident,1,Yes,23-05-2021 07:00,2021,Ludhiana,ARSON,1988438,38.3
11384,11386,21-04-2021 20:00,04-19-2021 09:00,19-04-2021 16:48,20,359,13,58,M,4,Other Crime,15,Yes,16-07-2021 20:00,2021,Patna,KIDNAPPING,2633243,26.4
11385,11387,22-04-2021 00:00,04-19-2021 10:00,20-04-2021 00:56,9,183,2,31,F,6,Other Crime,19,Yes,09-07-2021 00:00,2021,Indore,BURGLARY,3393380,20.6
11386,11388,20-04-2021 12:00,04-19-2021 11:00,20-04-2021 01:33,17,155,18,28,F,3,Traffic Fatality,3,Yes,12-05-2021 12:00,2021,Mumbai,TRAFFIC VIOLATION,21673149,20.4
11387,11389,21-04-2021 22:00,04-19-2021 12:00,19-04-2021 16:36,2,592,6,34,M,1,Other Crime,16,No,,2021,Bangalore,DRUG OFFENSE,14008262,25.6
11388,11390,22-04-2021 08:00,04-19-2021 13:00,19-04-2021 23:56,3,147,7,59,M,6,Other Crime,7,No,,2021,Bhopal,EXTORTION,2624865,26.3
11389,11391,20-04-2021 22:00,04-19-2021 14:00,19-04-2021 23:01,0,162,7,38,F,2,Other Crime,4,Yes,25-06-2021 22:00,2021,Agra,EXTORTION,2422342,31.5
11390,11392,22-04-2021 13:00,04-19-2021 15:00,20-04-2021 11:20,17,539,13,13,F,2,Other Crime,5,Yes,03-05-2021 13:00,2021,Mumbai,KIDNAPPING,21673149,20.4
11391,11393,21-04-2021 03:00,04-19-2021 16:00,19-04-2021 22:44,3,137,3,61,M,6,Other Crime,16,No,,2021,Bhopal,COUNTERFEITING,2624865,26.3
11392,11394,22-04-2021 04:00,04-19-2021 17:00,20-04-2021 07:20,14,391,15,19,F,2,Violent Crime,16,Yes,17-09-2021 04:00,2021,Lucknow,ROBBERY,4038214,36.1
11393,11395,22-04-2021 17:00,04-19-2021 18:00,19-04-2021 20:05,14,520,19,50,F,1,Other Crime,9,No,,2021,Lucknow,VANDALISM,4038214,36.1
11394,11396,21-04-2021 13:00,04-19-2021 19:00,20-04-2021 06:37,5,294,10,52,M,4,Other Crime,3,Yes,23-10-2021 13:00,2021,Delhi,HOMICIDE,33807403,16.0
11395,11397,20-04-2021 20:00,04-19-2021 20:00,20-04-2021 18:47,8,310,14,55,F,4,Other Crime,8,No,,2021,Hyderabad,PUBLIC INTOXICATION,11068877,26.0
11396,11398,20-04-2021 01:00,04-19-2021 21:00,19-04-2021 23:36,10,503,12,75,F,3,Other Crime,8,No,,2021,Jaipur,ILLEGAL POSSESSION,4308510,34.3
11397,11399,21-04-2021 18:00,04-19-2021 22:00,20-04-2021 01:53,4,561,19,17,F,5,Other Crime,6,No,,2021,Chennai,VANDALISM,12053697,20.7
11398,11400,20-04-2021 16:00,04-19-2021 23:00,20-04-2021 13:57,4,135,20,11,F,4,Violent Crime,7,No,,2021,Chennai,VEHICLE - STOLEN,12053697,20.7
11399,11401,20-04-2021 19:00,04-20-2021 00:00,20-04-2021 09:37,5,327,1,17,F,6,Violent Crime,13,No,,2021,Delhi,ASSAULT,33807403,16.0
11400,11402,21-04-2021 04:00,04-20-2021 01:00,20-04-2021 10:33,5,308,9,49,M,6,Other Crime,19,No,,2021,Delhi,FRAUD,33807403,16.0
11401,11403,20-04-2021 23:00,04-20-2021 02:00,20-04-2021 13:18,21,219,14,45,F,6,Other Crime,10,No,,2021,Pune,PUBLIC INTOXICATION,7345848,30.1
11402,11404,22-04-2021 15:00,04-20-2021 03:00,20-04-2021 14:13,2,474,16,60,F,1,Violent Crime,7,No,,2021,Bangalore,SEXUAL ASSAULT,14008262,25.6
11403,11405,21-04-2021 12:00,04-20-2021 04:00,20-04-2021 11:33,17,162,11,53,F,2,Violent Crime,3,Yes,06-05-2021 12:00,2021,Mumbai,IDENTITY THEFT,21673149,20.4
11404,11406,22-04-2021 00:00,04-20-2021 05:00,20-04-2021 06:30,10,172,7,23,M,2,Other Crime,19,Yes,23-05-2021 00:00,2021,Jaipur,EXTORTION,4308510,34.3
11405,11407,20-04-2021 10:00,04-20-2021 06:00,20-04-2021 06:22,15,577,19,63,F,2,Other Crime,16,Yes,12-06-2021 10:00,2021,Ludhiana,VANDALISM,1988438,38.3
11406,11408,21-04-2021 07:00,04-20-2021 07:00,21-04-2021 02:54,5,175,9,10,F,3,Other Crime,11,Yes,15-07-2021 07:00,2021,Delhi,FRAUD,33807403,16.0
11407,11409,22-04-2021 10:00,04-20-2021 08:00,21-04-2021 04:19,17,284,8,61,F,3,Fire Accident,5,No,,2021,Mumbai,FIREARM OFFENSE,21673149,20.4
11408,11410,21-04-2021 23:00,04-20-2021 09:00,20-04-2021 10:46,13,531,13,53,M,5,Other Crime,19,Yes,17-07-2021 23:00,2021,Kolkata,KIDNAPPING,155707786,1.6
11409,11411,22-04-2021 21:00,04-20-2021 10:00,20-04-2021 22:02,5,477,0,67,F,5,Fire Accident,1,No,,2021,Delhi,ARSON,33807403,16.0
11410,11412,23-04-2021 10:00,04-20-2021 11:00,21-04-2021 09:20,21,387,19,66,F,5,Other Crime,7,No,,2021,Pune,VANDALISM,7345848,30.1
11411,11413,22-04-2021 16:00,04-20-2021 12:00,20-04-2021 20:14,13,432,9,20,F,4,Other Crime,1,No,,2021,Kolkata,FRAUD,155707786,1.6
11412,11414,20-04-2021 21:00,04-20-2021 13:00,21-04-2021 05:36,2,167,20,31,M,3,Violent Crime,6,Yes,10-06-2021 21:00,2021,Bangalore,VEHICLE - STOLEN,14008262,25.6
11413,11415,21-04-2021 07:00,04-20-2021 14:00,21-04-2021 03:31,17,503,14,64,M,5,Other Crime,9,No,,2021,Mumbai,PUBLIC INTOXICATION,21673149,20.4
11414,11416,23-04-2021 00:00,04-20-2021 15:00,21-04-2021 11:52,5,519,17,72,F,1,Other Crime,13,Yes,15-07-2021 00:00,2021,Delhi,SHOPLIFTING,33807403,16.0
11415,11417,21-04-2021 10:00,04-20-2021 16:00,20-04-2021 22:31,13,500,6,77,M,2,Other Crime,2,Yes,18-05-2021 10:00,2021,Kolkata,DRUG OFFENSE,155707786,1.6
11416,11418,21-04-2021 19:00,04-20-2021 17:00,20-04-2021 19:52,14,145,2,15,F,5,Other Crime,14,No,,2021,Lucknow,BURGLARY,4038214,36.1
11417,11419,22-04-2021 04:00,04-20-2021 18:00,21-04-2021 06:07,5,399,8,24,M,5,Fire Accident,19,Yes,21-06-2021 04:00,2021,Delhi,FIREARM OFFENSE,33807403,16.0
11418,11420,22-04-2021 22:00,04-20-2021 19:00,21-04-2021 14:18,17,256,0,41,F,2,Fire Accident,2,No,,2021,Mumbai,ARSON,21673149,20.4
11419,11421,21-04-2021 13:00,04-20-2021 20:00,21-04-2021 14:00,12,301,2,71,F,5,Other Crime,3,No,,2021,Kanpur,BURGLARY,3289142,33.8
11420,11422,21-04-2021 16:00,04-20-2021 21:00,21-04-2021 09:32,5,296,4,67,F,5,Other Crime,16,Yes,07-06-2021 16:00,2021,Delhi,CYBERCRIME,33807403,16.0
11421,11423,22-04-2021 04:00,04-20-2021 22:00,21-04-2021 03:59,1,202,7,78,F,3,Other Crime,17,No,,2021,Ahmedabad,EXTORTION,8854444,20.5
11422,11424,23-04-2021 03:00,04-20-2021 23:00,21-04-2021 06:38,6,117,20,10,M,1,Violent Crime,19,No,,2021,Faridabad,VEHICLE - STOLEN,1220229,29.0
11423,11425,21-04-2021 15:00,04-21-2021 00:00,21-04-2021 04:31,17,195,16,13,M,2,Violent Crime,4,No,,2021,Mumbai,SEXUAL ASSAULT,21673149,20.4
11424,11426,22-04-2021 00:00,04-21-2021 01:00,21-04-2021 12:45,17,246,12,41,F,2,Other Crime,5,Yes,27-05-2021 00:00,2021,Mumbai,ILLEGAL POSSESSION,21673149,20.4
11425,11427,21-04-2021 09:00,04-21-2021 02:00,21-04-2021 03:39,15,170,8,66,F,3,Fire Accident,18,Yes,24-05-2021 09:00,2021,Ludhiana,FIREARM OFFENSE,1988438,38.3
11426,11428,23-04-2021 10:00,04-21-2021 03:00,21-04-2021 20:59,17,108,15,30,F,1,Violent Crime,16,No,,2021,Mumbai,ROBBERY,21673149,20.4
11427,11429,22-04-2021 23:00,04-21-2021 04:00,21-04-2021 23:52,8,558,11,18,F,1,Violent Crime,18,No,,2021,Hyderabad,IDENTITY THEFT,11068877,26.0
11428,11430,21-04-2021 18:00,04-21-2021 05:00,21-04-2021 19:27,9,158,4,53,F,2,Other Crime,11,No,,2021,Indore,CYBERCRIME,3393380,20.6
11429,11431,23-04-2021 18:00,04-21-2021 06:00,22-04-2021 03:14,21,247,4,66,F,0,Other Crime,14,No,,2021,Pune,CYBERCRIME,7345848,30.1
11430,11432,22-04-2021 21:00,04-21-2021 07:00,21-04-2021 18:30,21,291,12,70,F,3,Other Crime,16,No,,2021,Pune,ILLEGAL POSSESSION,7345848,30.1
11431,11433,21-04-2021 17:00,04-21-2021 08:00,21-04-2021 09:18,17,321,12,67,M,4,Other Crime,3,No,,2021,Mumbai,ILLEGAL POSSESSION,21673149,20.4
11432,11434,22-04-2021 16:00,04-21-2021 09:00,22-04-2021 01:44,8,564,4,61,F,2,Other Crime,9,No,,2021,Hyderabad,CYBERCRIME,11068877,26.0
